year,war,ccodea,ccodeb,original,contig.x,rivals,allies,democ_a,pow_prev,mil_prev,pow_abs,mil_abs,relpow,rate,powershift,lndistance,contig.y,dem,s_un_glo,peaceyrs,peaceyrs2,peaceyrs3,real,namea,nameb,nameyear,plotname
1822,1,220,230,1,1,0,0,0,0,0,0,0,0.27621305,3.7625,-0.053858861,6.486160755,1,0,0.826086998,0,0,0,6.041092641,FRN,SPN,FRN-SPN 1822,NA
1827,1,365,640,1,1,0,0,0,0,0.0047,0,0.0047,0.324787676,3.585,0.004634231,7.016609669,1,0,0.786666989,0,0,0,4.559085103,RUS,TUR,RUS-TUR 1827,NA
1836,0,211,220,1,1,0,1,0,0,0.0119,0,0.0119,0.320868403,3.3475,-0.023491561,5.09375,1,0,0.65517199,6,36,216,2.761462602,BEL,FRN,BEL-FRN 1836,NA
1839,0,325,200,1,0,0,0,0,-0.001494,-0.002414,0.001494,0.002414,0.059243385,3.29,0.005190253,6.345636368,0,0,0.541666985,90,8100,729000,2.78280021,ITA,UKG,ITA-UKG 1839,NA
1841,0,300,210,1,0,0,0,0,-0.008267,0,0.008267,0,0.235678032,3.385,-0.008677207,6.363028049,0,0,0.235293999,193,37249,7189057,3.358534575,AUH,NTH,AUH-NTH 1841,NA
1841,0,155,365,1,0,0,0,0,0,0.00021,0,0.00021,0.00578042,3.385,0.001894712,9.081255913,0,0,0.705882013,2,4,8,3.358534575,CHL,RUS,CHL-RUS 1841,NA
1842,0,255,327,1,0,0,0,0,0,0.00182,0,0.00182,0.07605128,3.2875,-0.008788228,6.599870682,0,0,0.371428996,141,19881,2803221,3.43475854,GMY,PAP,GMY-PAP 1842,NA
1843,1,2,70,1,1,1,0,1,-0.00185,-0.00437,0.00185,0.00437,0.119396634,3.1675,-0.078847051,7.542743683,1,0,0.888889015,0,0,0,3.363667481,USA,MEX,USA-MEX 1843,NA
1846,0,640,220,1,0,0,0,0,0,0.00115,0,0.00115,0.243582264,3.165,0.020599842,7.388328075,0,0,0.891892016,12,144,1728,3.152164384,TUR,FRN,TUR-FRN 1846,NA
1848,1,337,300,0,1,0,0,0,-0.00082,-0.00037,0.00082,0.00037,0.021564327,3.52,0.000409842,5.968707561,0,0,0.384615004,200,40000,8.00E+06,3.515688995,TUS,AUH,TUS-AUH 1848,NA
1848,0,235,300,1,0,0,0,0,0,0,0,0,0.120699197,3.52,0.01217556,7.26402998,0,0,0.179487005,85,7225,614125,3.515688995,POR,AUH,POR-AUH 1848,NA
1848,1,255,390,1,1,0,0,0,0,0.0009,0,0.0009,0.094719186,3.52,0.080098376,5.393627644,0,0,0.384615004,127,16129,2048383,3.515688995,GMY,DEN,GMY-DEN 1848,NA
1848,1,325,300,1,1,0,0,0,-0.00075,0,0.00075,0,0.153839827,3.52,0.013524592,6.137727261,1,0,0.333332986,26,676,17576,3.515688995,ITA,AUH,ITA-AUH 1848,NA
1848,1,332,300,0,1,0,1,0,-0.00024,-0.00025,0.00024,0.00025,0.005194175,3.52,0.000875771,5.874930859,1,0,0.384615004,6,36,216,3.515688995,MOD,AUH,MOD-AUH 1848,NA
1849,1,220,327,0,0,0,0,1,-0.00028,0,0.00028,0,0.02844052,3.2525,0.014613273,6.533788681,0,0,0.897436023,38,1444,54872,3.102882755,FRN,PAP,FRN-PAP 1849,NA
1849,0,220,210,1,0,0,0,1,0,-0.005963,0,0.005963,0.08962024,3.2525,0.010743506,5.583496094,0,0,0.897436023,15,225,3375,3.102882755,FRN,NTH,FRN-NTH 1849,NA
1849,1,300,327,1,1,0,0,0,-0.00037,0,0.00037,0,0.059214681,3.2525,0.019082,6.161207199,1,0,0.794871986,0,0,0,3.102882755,AUH,PAP,AUH-PAP 1849,NA
1849,1,329,327,0,1,0,0,0,0,-0.0003,0,0.0003,0.31609121,3.2525,0.061053291,4.770684719,1,0,0.897436023,41,1681,68921,3.102882755,SIC,PAP,SIC-PAP 1849,NA
1851,1,140,160,1,1,0,0,0,0.011,0.030999999,0.011,0.030999999,0.320632488,3.1125,-0.041858181,7.287560463,1,0,0.899999976,10,100,1000,2.277156232,BRA,ARG,BRA-ARG 1851,La Plata War
1853,1,640,365,1,1,0,0,0,0,0,0,0,0.305617481,3.1,0.013115168,7.016609669,1,0,0.850000024,3,9,27,1.560607815,TUR,RUS,TUR-RUS 1853,NA
1853,0,140,365,1,0,0,0,0,0,0,0,0,0.063467331,3.1,0.029987514,8.846784592,0,0,0.850000024,31,961,29791,1.560607815,BRA,RUS,BRA-RUS 1853,NA
1853,1,220,365,0,0,0,0,0,0,0,0,0,0.799270689,3.1,0.041252077,7.344072819,0,0,0.850000024,3,9,27,1.560607815,FRN,RUS,FRN-RUS 1853,NA
1853,1,200,365,0,0,0,0,0,0,0,0,0,0.676692963,3.1,-0.225718021,7.349230766,0,0,0.783333004,3,9,27,1.560607815,UKG,RUS,UKG-RUS 1853,NA
1853,0,235,200,1,0,0,0,0,0.00137,0.00536,0.00137,0.00536,0.047867581,3.1,0.031671405,6.893656254,0,0,0.983332992,21,441,9261,1.560607815,POR,UKG,POR-UKG 1853,NA
1854,0,200,275,1,0,0,0,0,0,0,0,0,0.006631049,3.2975,NA,5.981414318,0,NA,0.349593014,206,42436,8741816,1.683871833,UKG,HSG,UKG-HSG 1854,NA
1855,1,325,365,0,0,0,0,0,0,0,0,0,0.092650451,3.3525,-0.005577445,7.309881687,0,0,0.767441988,42,1764,74088,1.860802289,ITA,RUS,ITA-RUS 1855,NA
1856,1,200,630,1,0,0,0,0,-0.00024,-0.0146,0.00024,0.0146,0.015449447,3.23,0.035563655,7.914252281,0,0,0.627906978,1,1,1,1.982851122,UKG,IRN,UKG-IRN 1856,NA
1856,0,616,365,1,0,0,0,0,0.000255,0,0.000255,0,0.019400435,3.23,-0.004784167,7.512617588,0,NA,0.906976998,31,961,29791,1.982851122,TUN,RUS,TUN-RUS 1856,NA
1858,0,267,271,1,1,0,1,0,-0.005344,-0.00914,0.005344,0.00914,0.840851307,3.115,0.027898073,3.80666256,1,0,1,210,44100,9261000,2.340567731,BAD,WRT,BAD-WRT 1858,NA
1859,0,365,235,1,0,0,0,0,-0.001018,-0.001398,0.001018,0.001398,0.058294501,3.195,0.020988833,7.795235157,0,0,0.833333015,46,2116,97336,2.52047049,RUS,POR,RUS-POR 1859,NA
1859,1,220,300,1,0,0,0,0,0.00349,0.00516,0.00349,0.00516,0.518827558,3.195,0.023642421,6.464588165,0,0,0.42424199,10,100,1000,2.52047049,FRN,AUH,FRN-AUH 1859,NA
1859,1,230,600,1,0,0,0,0,0.00119,0,0.00119,0,0.048250385,3.195,0.101185828,6.159095287,0,0,0.909090996,12,144,1728,2.52047049,SPN,MOR,SPN-MOR 1859,NA
1859,1,325,300,1,1,0,0,0,0,0,0,0,0.148906097,3.195,-0.143530548,6.137727261,1,0,0.363635987,5,25,125,2.52047049,ITA,AUH,ITA-AUH 1859,NA
1860,1,325,327,1,0,0,0,0,0,0,0,0,0.371823639,3.2175,0.049651258,5.786897182,0,0,0.913043022,140,19600,2744000,2.591866926,ITA,PAP,ITA-PAP 1860,NA
1860,0,245,255,1,0,0,1,0,-0.004697,-0.01059,0.004697,0.01059,0.125608981,3.2175,-0.097725093,5.746203423,1,0,1,9,81,729,2.591866926,BAV,GMY,BAV-GMY 1860,NA
1860,1,325,329,1,0,0,0,0,0,0,0,0,0.754584372,3.2175,0.038332388,6.093569756,1,0,0.913043022,140,19600,2744000,2.591866926,ITA,SIC,ITA-SIC 1860,NA
1861,0,300,230,1,0,0,0,0,0.00168,0,0.00168,0,0.349968016,3.2875,0.021978557,7.023758888,0,0,0.476190001,37,1369,50653,2.713032905,AUH,SPN,AUH-SPN 1861,NA
1861,1,220,70,1,0,0,0,0,0,0,0,0,0.048735682,3.2875,0.013357069,8.651549339,0,0,0.761905015,21,441,9261,2.713032905,FRN,MEX,FRN-MEX 1861,NA
1863,1,150,140,1,1,0,0,0,0,0,0,0,0.088553309,3.2575,-0.102823138,6.813444614,1,0,0.853658974,0,0,0,2.726254446,PAR,BRA,PAR-BRA 1863,NA
1863,1,100,130,1,1,0,0,0,0.00595,0.032699998,0.00595,0.032699998,0.391611338,3.2575,0.368988037,6.11368227,1,0,0.902438998,0,0,0,2.726254446,COL,ECU,COL-ECU 1863,NA
1863,1,255,390,1,1,0,0,0,-0.00117,-0.00181,0.00117,0.00181,0.094003342,3.2575,0.037443735,5.393627644,0,0,0.414633989,13,169,2197,2.726254446,GMY,DEN,GMY-DEN 1863,NA
1863,1,300,390,0,0,0,0,0,0,0,0,0,0.070807554,3.2575,0.022482812,6.291569233,0,0,0.365853995,100,10000,1.00E+06,2.726254446,AUH,DEN,AUH-DEN 1863,NA
1863,0,300,616,1,0,0,0,0,0,0.000866,0,0.000866,0.032585971,3.2575,NA,6.742880821,0,NA,0.365853995,38,1444,54872,2.726254446,AUH,TUN,AUH-TUN 1863,NA
1864,0,255,135,1,0,0,0,0,0,0.00329,0,0.00329,0.037413716,3.3475,-0.022935398,8.839566231,0,0,0.414633989,25,625,15625,2.775941675,GMY,PER,GMY-PER 1864,NA
1865,1,230,135,0,0,0,0,0,0,0.0039,0,0.0039,0.076734848,3.37,0.019425184,8.685246468,0,0,0.804877996,0,0,0,2.746827904,SPN,PER,SPN-PER 1865,NA
1865,1,150,160,0,1,0,0,0,-0.00471,-0.00742,0.00471,0.00742,0.318025023,3.37,-0.04593657,6.472346306,1,0,0.853658974,13,169,2197,2.746827904,PAR,ARG,PAR-ARG 1865,NA
1865,0,325,616,1,0,0,0,0,-0.007905,-0.005075,0.007905,0.005075,0.162910983,3.37,NA,6.375024796,0,NA,0.869919002,40,1600,64000,2.746827904,ITA,TUN,ITA-TUN 1865,NA
1865,1,230,155,1,0,0,0,0,0.00268,0,0.00268,0,0.052613258,3.37,0.041917577,8.803274155,0,0,0.853658974,0,0,0,2.746827904,SPN,CHL,SPN-CHL 1865,NA
1866,1,280,275,0,0,0,1,0,0.00466,0.0102,0.00466,0.0102,0.436291993,3.43,NA,5.739792824,0,NA,1,23,529,12167,2.793269304,MEC,HSG,MEC-HSG 1866,NA
1866,1,255,269,0,1,0,1,0,0.0025,-0.00135,0.0025,0.00135,0.130694404,3.43,0.031519637,4.634728909,1,0,0.951219022,1,1,1,2.793269304,GMY,SAX,GMY-SAX 1866,NA
1866,1,280,267,0,0,0,1,0,0,0,0,0,0.344811291,3.43,0.13340205,5.986452103,0,NA,1,23,529,12167,2.793269304,MEC,BAD,MEC-BAD 1866,NA
1866,1,255,273,0,0,0,1,0,-0.00065,-0.00073,0.00065,0.00073,0.021332143,3.43,NA,5.225746632,1,NA,0.951219022,15,225,3375,2.793269304,GMY,HSE,GMY-HSE 1866,NA
1866,1,325,300,0,1,0,0,0,-0.02045,-0.024499999,0.02045,0.024499999,0.362998754,3.43,0.078601718,6.137727261,1,0,0.447153986,6,36,216,2.793269304,ITA,AUH,ITA-AUH 1866,NA
1866,1,280,240,0,1,0,1,0,0.00413,0.00255,0.00413,0.00255,0.182976201,3.43,NA,5.030437946,1,NA,1,23,529,12167,2.793269304,MEC,HAN,MEC-HAN 1866,NA
1866,1,280,269,0,1,0,1,0,0.00575,0.00249,0.00575,0.00249,0.087399825,3.43,0.085809886,5.393627644,0,NA,1,23,529,12167,2.793269304,MEC,SAX,MEC-SAX 1866,NA
1866,1,255,267,0,0,0,1,0,-0.00097,-0.00159,0.00097,0.00159,0.028894993,3.43,0.014427807,5.826000214,1,0,0.951219022,165,27225,4492125,2.793269304,GMY,BAD,GMY-BAD 1866,NA
1866,1,255,245,0,0,0,1,0,0,0,0,0,0.139031053,3.43,0.009272173,5.746203423,1,0,0.951219022,15,225,3375,2.793269304,GMY,BAV,GMY-BAV 1866,NA
1866,1,255,271,0,0,0,1,0,-0.00072,0,0.00072,0,0.031864345,3.43,0.006607343,5.758901596,1,0,0.951219022,15,225,3375,2.793269304,GMY,WRT,GMY-WRT 1866,NA
1866,1,280,271,0,0,0,1,0,0.00213,0.00547,0.00213,0.00547,0.304896265,3.43,0.079319656,5.961005211,0,NA,1,23,529,12167,2.793269304,MEC,WRT,MEC-WRT 1866,NA
1866,1,280,273,0,0,0,1,0,0,0.00268,0,0.00268,0.46279785,3.43,NA,5.398162842,0,NA,1,23,529,12167,2.793269304,MEC,HSE,MEC-HSE 1866,NA
1866,1,255,275,0,0,0,1,0,-0.000322,0.00045,0.000322,0.00045,0.022319881,3.43,NA,5.568344593,1,NA,0.951219022,165,27225,4492125,2.793269304,GMY,HSG,GMY-HSG 1866,NA
1866,1,255,240,0,1,0,1,0,0,-0.00104,0,0.00104,0.053438541,3.43,NA,5.036952496,1,NA,0.951219022,1,1,1,2.793269304,GMY,HAN,GMY-HAN 1866,NA
1866,1,255,300,1,1,0,1,0,-0.00726,-0.00856,0.00726,0.00856,0.752490163,3.43,-0.014270246,5.786897182,1,0,0.853658974,0,0,0,2.793269304,GMY,AUH,GMY-AUH 1866,NA
1866,1,280,245,0,0,0,1,0,0.0022,0,0.0022,0,0.075984374,3.43,0.023420632,6.021023273,0,NA,1,23,529,12167,2.793269304,MEC,BAV,MEC-BAV 1866,NA
1866,1,280,300,0,0,0,1,0,0,0,0,0,0.007604035,3.43,0.001972079,6.100318909,0,NA,0.902438998,23,529,12167,2.793269304,MEC,AUH,MEC-AUH 1866,NA
1870,1,245,255,0,0,0,1,0,0.0043,0.00849,0.0043,0.00849,0.127341121,3.27,-0.004918516,5.746203423,1,0,0.837837994,3,9,27,3.071919949,BAV,GMY,BAV-GMY 1870,NA
1870,1,267,255,0,0,0,1,0,0.0012,0.00248,0.0012,0.00248,0.025619935,3.27,NA,5.826000214,1,0,0.837837994,3,9,27,3.071919949,BAD,GMY,BAD-GMY 1870,NA
1870,1,271,255,0,0,0,1,0,0.00102,0.00105,0.00102,0.00105,0.028202059,3.27,NA,5.758901596,1,0,0.837837994,3,9,27,3.071919949,WRT,GMY,WRT-GMY 1870,NA
1870,1,220,255,1,1,1,0,0,0.00837,0.00917,0.00837,0.00917,0.472839594,3.27,-0.071068555,6.300786018,1,0,0.639639974,3,9,27,3.071919949,FRN,GMY,FRN-GMY 1870,NA
1874,0,300,145,1,0,0,0,0,0,0,0,0,0.009044607,3.2625,0.006536537,8.827907562,0,0,0.656566024,26,676,17576,3.763807703,AUH,BOL,AUH-BOL 1874,NA
1874,0,220,600,1,0,0,0,0,0.000192,0,0.000192,0,0.012220686,3.2625,0.000368052,7.029087543,0,0,0.757575989,27,729,19683,3.763807703,FRN,MOR,FRN-MOR 1874,NA
1875,0,630,640,1,1,0,0,0,-0.002722,0,0.002722,0,0.16675432,3.215,-0.299340487,6.960347652,1,0,0.882353008,20,400,8000,3.920052032,IRN,TUR,IRN-TUR 1875,NA
1875,0,255,2,1,0,0,0,0,-0.01102,-0.01733,0.01102,0.01733,0.630884409,3.215,0.094698519,8.336151123,0,0,0.843137026,99,9801,970299,3.920052032,GMY,USA,GMY-USA 1875,NA
1876,1,365,640,1,1,1,0,0,0,0,0,0,0.265646458,3.175,-0.113761976,7.016609669,1,0,0.847618997,19,361,6859,4.054776608,RUS,TUR,RUS-TUR 1876,NA
1876,1,90,92,1,1,0,0,0,0.175999999,0.372999996,0.175999999,0.372999996,0.703796983,3.175,-0.08231163,4.691348076,1,0,0.885713995,1,1,1,4.054776608,GUA,SAL,GUA-SAL 1876,NA
1878,0,651,200,1,0,0,0,0,0,0,0,0,0.021140687,3.17,0.004685044,7.688455582,0,NA,0.765766025,23,529,12167,4.328209377,EGY,UKG,EGY-UKG 1878,NA
1879,0,255,740,1,0,0,0,0,-0.008748,0.00473,0.008748,0.00473,0.287060946,3.09,0.009532288,8.621192932,0,0,0.837837994,19,361,6859,4.323255563,GMY,JPN,GMY-JPN 1879,NA
1879,1,155,145,1,1,0,0,0,0.00152,0,0.00152,0,0.243974268,3.09,-0.059600234,7.075809002,1,0,0.837837994,0,0,0,4.323255563,CHL,BOL,CHL-BOL 1879,NA
1879,1,155,135,0,1,0,0,0,-0.007691,-0.02187,0.007691,0.02187,0.704132915,3.09,0.073014319,7.335633755,0,0,0.837837994,6,36,216,4.323255563,CHL,PER,CHL-PER 1879,NA
1881,0,230,220,1,1,0,0,0,-0.001092,-0.00223,0.001092,0.00223,0.187941328,2.925,0.002659976,6.486160755,1,0,0.891892016,57,3249,185193,4.212530236,SPN,FRN,SPN-FRN 1881,NA
1882,1,200,651,1,0,0,0,1,0,0,0,0,0.021025766,2.94,NA,7.688455582,0,NA,0.819819987,27,729,19683,4.241818348,UKG,EGY,UKG-EGY 1882,NA
1882,0,300,600,1,0,0,0,0,-0.000119,-0.0001939,0.000119,0.0001939,0.030338094,2.94,0.001669819,7.342131615,0,0,0.711712003,35,1225,42875,4.241818348,AUH,MOR,AUH-MOR 1882,NA
1883,1,220,710,1,0,1,0,1,0,0,0,0,0.944630921,2.85,0.0196594,8.538759232,0,0,0.888889015,0,0,0,4.161277404,FRN,CHN,FRN-CHN 1883,NA
1885,0,300,90,1,0,0,0,0,0,0,0,0,0.006648495,2.8625,-0.008837398,8.73536396,0,0,0.648148,17,289,4913,4.106203827,AUH,GUA,AUH-GUA 1885,Second Central American War
1885,1,90,92,1,1,0,0,0,0.017000001,0.035999998,0.017000001,0.035999998,0.673248291,2.8625,-0.395928204,4.691348076,1,0,0.888889015,8,64,512,4.106203827,GUA,SAL,GUA-SAL 1885,Second Central American War
1887,0,145,160,1,1,0,0,0,0.00307,0,0.00307,0,0.173983261,2.75,-0.002151251,7.231287003,1,0,0.894737005,20,400,8000,3.746625632,BOL,ARG,BOL-ARG 1887,NA
1888,0,200,630,1,0,0,0,1,0.0017,0.00672,0.0017,0.00672,0.026897218,2.6425,-0.014704049,7.914252281,0,0,0.78947401,30,900,27000,3.485260503,UKG,IRN,UKG-IRN 1888,NA
1888,0,200,130,1,0,0,0,1,8.52E-05,0.000324,8.52E-05,0.000324,0.001668603,2.6425,-0.004190342,8.654866219,0,0,0.78947401,34,1156,39304,3.485260503,UKG,ECU,UKG-ECU 1888,NA
1889,0,160,255,1,0,0,0,0,-0.0007943,-0.001744,0.0007943,0.001744,0.026977513,2.645,0.002072275,8.911260605,0,0,0.701753974,48,2304,110592,3.339169134,ARG,GMY,ARG-GMY 1889,NA
1889,0,365,100,1,0,0,0,0,0,0,0,0,0.008477475,2.645,-0.001286851,8.822616577,0,0,0.859649003,58,3364,195112,3.339169134,RUS,COL,RUS-COL 1889,NA
1890,0,300,70,1,0,0,0,0,0,0,0,0,0.127310112,2.6875,-0.035201199,8.750366211,0,0,0.649123013,59,3481,205379,3.258994024,AUH,MEX,AUH-MEX 1890,NA
1890,0,145,220,1,0,0,0,0,0,0.000196,0,0.000196,0.004316933,2.6875,3.99E-05,8.738254547,0,0,0.894737005,42,1764,74088,3.258994024,BOL,FRN,BOL-FRN 1890,NA
1891,0,380,220,1,0,0,0,0,-0.0004902,0,0.0004902,0,0.103529289,2.7025,0.002099097,6.866933346,0,0,0.859649003,77,5929,456533,3.185657648,SWD,FRN,SWD-FRN 1891,NA
1893,0,145,200,1,0,0,0,0,0,0.000354,0,0.000354,0.002139068,2.62,0.0022223,8.735525131,0,0,0.78947401,45,2025,91125,2.974808828,BOL,UKG,BOL-UKG 1893,NA
1893,0,325,155,1,0,0,0,0,0,0,0,0,0.064109616,2.62,0.005787419,8.910181046,0,0,0.684211016,9,81,729,2.974808828,ITA,CHL,ITA-CHL 1893,NA
1893,1,220,800,1,0,0,0,1,0,-0.00087,0,0.00087,0.020715084,2.62,-0.005300214,8.678461075,0,0,0.842104971,6,36,216,2.974808828,FRN,THI,FRN-THI 1893,NA
1894,1,740,710,1,0,1,0,0,-0.0008631,-0.005641,0.0008631,0.005641,0.199435487,2.54,-0.027733207,7.174724102,0,0,0.846153975,8,64,512,2.813076551,JPN,CHN,JPN-CHN 1894,NA
1894,0,200,360,1,0,0,0,1,0.000671,0.00165,0.000671,0.00165,0.022048753,2.54,-0.002002537,7.170119762,0,0,0.709402025,16,256,4096,2.813076551,UKG,ROM,UKG-ROM 1894,NA
1894,0,380,365,1,0,0,0,0,0,-0.0006067,0,0.0006067,0.105436355,2.54,0.002716541,6.638567924,1,0,0.829060018,84,7056,592704,2.813076551,SWD,RUS,SWD-RUS 1894,NA
1895,0,92,255,1,0,0,0,0,-7.39E-05,-0.0002217,7.39E-05,0.0002217,0.002527188,2.4075,-0.002094805,8.697846413,0,0,0.743589997,20,400,8000,2.567949327,SAL,GMY,SAL-GMY 1895,NA
1896,0,740,230,1,0,0,0,0,-0.003871,-0.01835,0.003871,0.01835,0.911505103,2.3025,-0.064259559,8.809265137,0,0,0.897436023,36,1296,46656,2.32857918,JPN,SPN,JPN-SPN 1896,NA
1896,0,230,365,1,0,0,0,0,0,0,0,0,0.203198418,2.3025,0.010045648,7.668560982,0,0,0.794871986,72,5184,373248,2.32857918,SPN,RUS,SPN-RUS 1896,NA
1896,0,365,150,1,0,0,0,0,2.05E-05,3.40E-05,2.05E-05,3.40E-05,0.001189023,2.3025,0.01411585,8.96877861,0,0,0.794871986,20,400,8000,2.32857918,RUS,PAR,RUS-PAR 1896,NA
1896,1,350,640,1,1,1,0,1,0,0,0,0,0.126197204,2.3025,0.00639689,6.232448101,1,0,0.897436023,7,49,343,2.32857918,GRC,TUR,GRC-TUR 1896,NA
1897,0,130,300,1,0,0,0,0,0,0,0,0,0.008632606,2.265,0.002607524,8.773075104,0,0,0.726495981,43,1849,79507,2.160703635,ECU,AUH,ECU-AUH 1897,NA
1897,0,225,220,1,1,0,0,1,-0.0007279,-0.0003374,0.0007279,0.0003374,0.019888084,2.265,0.000616193,5.613128185,1,1,0.846153975,99,9801,970299,2.160703635,SWZ,FRN,SWZ-FRN 1897,NA
1898,1,2,230,1,0,0,0,1,-0.003669,-0.01252,0.003669,0.01252,0.139033511,2.2875,0.086084843,8.239329338,0,0,0.899999976,1,1,1,2.086221096,USA,SPN,USA-SPN 1898,NA
1899,0,130,740,1,0,0,0,0,0,0,0,0,0.018459745,2.38,0.00117296,9.102420807,0,0,0.902438998,39,1521,59319,2.112426261,ECU,JPN,ECU-JPN 1899,NA
